0,0,0,-0,0,0
3.178e-06,8.5724e-06,-8.5725e-06,5.5136e-06,5.8486e-06,1.1551e-06
2.5038e-05,6.7708e-05,-6.7709e-05,4.3583e-05,4.6194e-05,9.1232e-06
8.3208e-05,0.00022597,-0.00022597,0.00014565,0.00015415,3.0453e-05
0.00019419,0.00052984,-0.00052981,0.00034209,0.00036134,7.1434e-05
0.00037336,0.0010237,-0.0010236,0.00066221,0.0006978,0.00013813
0.000635,0.00175,-0.0017494,0.0011344,0.0011919,0.00023643
0.00099226,0.0027488,-0.0027473,0.0017862,0.00187,0.00037208
0.0014572,0.0040585,-0.0040549,0.0026444,0.0027565,0.00055076
0.0020406,0.0057152,-0.0057076,0.003735,0.0038735,0.00077815
0.0027522,0.0077529,-0.007738,0.0050835,0.0052405,0.00106
0.0036005,0.010203,-0.010176,0.0067146,0.0068741,0.0014022
0.0045928,0.013097,-0.01305,0.0086529,0.0087878,0.0018108
0.0057354,0.016461,-0.016384,0.010922,0.010991,0.0022923
0.0070332,0.020321,-0.0202,0.013546,0.013491,0.0028535
0.0084906,0.024701,-0.024516,0.016548,0.016288,0.0035017
0.010111,0.029623,-0.029347,0.019952,0.019379,0.0042448
0.011898,0.035105,-0.034705,0.02378,0.022756,0.0050914
0.013854,0.041166,-0.040597,0.028056,0.026404,0.0060509
0.015985,0.04782,-0.047027,0.032805,0.030304,0.0071338
0.018294,0.05508,-0.053996,0.038052,0.034427,0.0083518
0.020791,0.06296,-0.061497,0.043826,0.038742,0.0097178
0.023485,0.071467,-0.069524,0.050158,0.043208,0.011247
0.026394,0.08061,-0.078063,0.057083,0.047778,0.012956
0.029538,0.090395,-0.087098,0.064644,0.052399,0.014864
0.032947,0.10083,-0.096607,0.072889,0.057013,0.016994
0.036662,0.11191,-0.10657,0.081878,0.061559,0.019373
0.040737,0.12365,-0.11696,0.091681,0.065971,0.022032
0.04524,0.13604,-0.12774,0.10238,0.070189,0.025008
0.050261,0.14909,-0.13891,0.11406,0.074159,0.028343
0.055907,0.16281,-0.15044,0.12681,0.077842,0.032087
0.062303,0.17718,-0.16234,0.14074,0.08122,0.036292
0.069578,0.19221,-0.1746,0.1559,0.084302,0.041015
0.077856,0.2079,-0.18726,0.17236,0.087118,0.046311
0.087247,0.22424,-0.20034,0.19013,0.08972,0.052231
0.097834,0.24122,-0.21387,0.2092,0.092163,0.058822
0.11437,0.25909,-0.2327,0.22867,0.1008,0.061874
0.13062,0.27764,-0.2486,0.25042,0.10522,0.069852
0.14924,0.29673,-0.26746,0.2709,0.11293,0.077729
0.16878,0.31641,-0.2861,0.29384,0.12028,0.087003
0.18927,0.33665,-0.30464,0.31831,0.1271,0.097322
0.21076,0.35742,-0.32314,0.34397,0.13339,0.10862
0.23326,0.3787,-0.34168,0.37077,0.13913,0.12091
0.25679,0.40045,-0.36025,0.39873,0.14433,0.13427
0.28134,0.42265,-0.37885,0.42785,0.14897,0.14873
0.30692,0.44528,-0.39748,0.45813,0.15302,0.16437
0.33352,0.46831,-0.41609,0.48959,0.15646,0.18123
0.36112,0.49172,-0.43467,0.52221,0.15926,0.19939
0.38972,0.51549,-0.45318,0.55599,0.1614,0.21889
0.41929,0.53959,-0.47159,0.5909,0.16284,0.2398
0.44982,0.56401,-0.48988,0.62692,0.16357,0.26216
0.48128,0.58872,-0.508,0.66403,0.16356,0.28601
0.51364,0.6137,-0.52594,0.7022,0.1628,0.31142
0.54688,0.63893,-0.54366,0.74141,0.16128,0.33841
0.58096,0.66438,-0.56116,0.78161,0.15897,0.36702
0.61587,0.69005,-0.5784,0.82279,0.15588,0.39729
0.65156,0.71592,-0.59539,0.8649,0.152,0.42925
0.68802,0.74197,-0.6121,0.90792,0.14732,0.46292
0.72523,0.76819,-0.62854,0.95181,0.14183,0.49835
0.76316,0.79458,-0.64469,0.99655,0.13555,0.53555
0.8018,0.82113,-0.66058,1.0421,0.12845,0.57458
0.84114,0.84785,-0.6762,1.0885,0.12055,0.61545
0.88116,0.87474,-0.69155,1.1356,0.11182,0.65823
0.92184,0.90182,-0.70665,1.1835,0.10228,0.70295
0.96318,0.92908,-0.7215,1.2321,0.091911,0.74967
1.0051,0.95654,-0.73612,1.2815,0.080714,0.79842
1.0477,0.98417,-0.7505,1.3316,0.068685,0.84924
1.0909,1.012,-0.76465,1.3823,0.055816,0.90212
1.1346,1.0399,-0.77857,1.4336,0.042096,0.95704
1.1788,1.0679,-0.79226,1.4855,0.027508,1.014
1.2235,1.0959,-0.80573,1.5379,0.012022,1.0728
1.2688,1.1239,-0.81896,1.5907,-0.0043968,1.1336
1.3145,1.1518,-0.83194,1.644,-0.021788,1.1961
1.3608,1.1795,-0.84466,1.6976,-0.040189,1.2603
1.4075,1.2071,-0.85711,1.7515,-0.059625,1.3261
1.4549,1.2344,-0.86926,1.8056,-0.080095,1.3935
1.5028,1.2614,-0.88109,1.8597,-0.10155,1.4624
1.5513,1.2881,-0.89258,1.9138,-0.12382,1.5326
1.6005,1.3145,-0.90368,1.9673,-0.14648,1.6038
1.6503,1.3406,-0.91437,2.0191,-0.16822,1.6751
1.7007,1.3663,-0.92461,2.0644,-0.18299,1.7422
1.7519,1.3917,-0.93437,1.8916,0.060471,1.6297
1.8018,1.4186,-0.943,1.947,0.036775,1.705
1.8532,1.4448,-0.95101,2.0022,0.010761,1.7824
1.9059,1.4703,-0.95848,2.0569,-0.017333,1.8617
1.9598,1.4951,-0.96545,2.1105,-0.047055,1.9426
2.0149,1.5193,-0.97194,2.1615,-0.077292,2.0237
2.071,1.5429,-0.97794,2.2031,-0.10343,2.0983
2.1283,1.5661,-0.98337,2.0521,0.0011308,1.9719
2.1865,1.5902,-0.98747,2.1048,-0.032093,2.0605
2.246,1.6136,-0.99103,2.1564,-0.067537,2.1517
2.3069,1.6364,-0.99388,2.2052,-0.10435,2.2443
2.369,1.6587,-0.99583,2.2452,-0.13946,2.3311
2.4325,1.6807,-0.99663,2.1616,-0.11888,2.2716
-2.4329,-1.6593,0.96993,-0.75058,1.1103,-2.872
2.4334,1.6966,-0.99097,2.1897,-0.10442,2.2638
-2.4232,-1.6667,0.9598,-0.72107,1.1361,-2.8694
2.4335,1.7113,-0.9858,2.2186,-0.090674,2.2554
